文件,模块组,变更,审查深度,职责/结论,基线行数,当前行数,审查报告
src/workflows/shared/WorkflowTypes.ts,production,retained,manual-full,模块 WorkflowTypes；通过下列导出和静态真实 importer 连接到生产链，人工语义审查范围见 reviewDepth。,47,46,production-review.json
src/workflows/shared/index.ts,production,retained,manual-full,显式包/模块聚合入口，保持现有 symbols 与 ESM .js 导入兼容；不是可按无函数删除的死文件。,4,3,production-review.json
src/workflows/surfaces/RecipeSnapshotTypes.ts,production,retained,manual-full,跨层结构契约/序列化 DTO：RecipeSnapshotTypes；接口本身无执行副作用，删除须校验真实导入和公共 exports。,35,34,production-review.json
src/workflows/surfaces/WorkflowCleanupPolicies.ts,production,retained,manual-full,共享清理顺序；实际破坏性清理由外层注入，重扫前先取得 recipe snapshot。,65,64,production-review.json
src/workflows/surfaces/coverage/CoverageLedgerAdvisor.ts,production,retained,manual-full,根据持久化 coverage/round 事实给出 advisory 深挖方向与收益递减信号。,513,512,production-review.json
src/workflows/surfaces/coverage/CoverageLedgerBuilder.ts,production,retained,manual-full,从模块所属路径、候选、已覆盖路径建立 advisory module×dimension cell 状态。,304,303,production-review.json
src/workflows/surfaces/coverage/CoverageLedgerWrite.ts,production,retained,manual-full,coverage cell 写入与轮次收益回流；失败必须可观测且不阻断维度完成。,205,204,production-review.json
src/workflows/surfaces/coverage/index.ts,production,retained,manual-full,显式包/模块聚合入口，保持现有 symbols 与 ESM .js 导入兼容；不是可按无函数删除的死文件。,4,3,production-review.json
src/workflows/surfaces/coverage/shared/coveragePathMatching.ts,production,retained,manual-full,coverage 和 completeness 共用路径标准化/包含/后缀兼容匹配。,54,53,production-review.json
src/workflows/surfaces/host-agent/briefing/EvidenceStarterBuilder.ts,production,retained,manual-full,根据项目分析结果为每个维度构造可操作的源码证据起点。,494,493,production-review.json
src/workflows/surfaces/host-agent/briefing/HostAgentAnalysisPacketBuilder.ts,production,retained,manual-full,把 ProjectContext 投影为稳定 unit IDs、预算、结构线索与降级说明的宿主分析包。,1552,1551,production-review.json
src/workflows/surfaces/host-agent/briefing/IDEAgentAnalysisPacketBuilder.ts,production,retained,manual-full,旧 IDEAgent 导入兼容 shim，实际实现单源于 HostAgentAnalysisPacketBuilder。,4,3,production-review.json
src/workflows/surfaces/host-agent/briefing/MissionBriefingBuilder.ts,production,modified,manual-full,整合维度 SOP、项目事实、计划、证据与恢复上下文为宿主 mission briefing。,1480,1489,production-review.json
src/workflows/surfaces/host-agent/briefing/MissionBriefingSupport.ts,production,modified,manual-full,briefing 类型与结构化输出/终态呈现辅助。,435,440,production-review.json
src/workflows/surfaces/host-agent/briefing/analysis-packet/ProjectContextNormalize.ts,production,retained,manual-full,接受已组装 presenter 或 envelope 集合，统一为 presenter。,13,12,production-review.json
src/workflows/surfaces/host-agent/briefing/analysis-packet/Scoring.ts,production,retained,manual-full,分析包结构证据排序/评分纯函数。,63,62,production-review.json
src/workflows/surfaces/host-agent/briefing/analysis-packet/StableIdentity.ts,production,retained,manual-full,稳定分析包身份与 canonical hash 辅助。,29,28,production-review.json
src/workflows/surfaces/host-agent/briefing/analysis-packet/Types.ts,production,retained,manual-full,跨层结构契约/序列化 DTO：Types；接口本身无执行副作用，删除须校验真实导入和公共 exports。,252,251,production-review.json
src/workflows/surfaces/host-agent/briefing/analysis-packet/UnitProgress.ts,production,retained,manual-full,生成分析单元的稳定 ID、初始进度和 checkpoint 链接；保留 IDEAgent alias。,103,102,production-review.json
src/workflows/surfaces/host-agent/briefing/analysis-packet/index.ts,production,retained,manual-full,显式包/模块聚合入口，保持现有 symbols 与 ESM .js 导入兼容；不是可按无函数删除的死文件。,6,5,production-review.json
src/workflows/surfaces/host-agent/delivery/ProjectSkillDeliveryContracts.ts,production,retained,manual-full,宿主中立 skill artifact/交付/验证回执契约；不拥有外层投递执行器。,691,690,production-review.json
src/workflows/surfaces/host-agent/index.ts,production,retained,manual-full,显式包/模块聚合入口，保持现有 symbols 与 ESM .js 导入兼容；不是可按无函数删除的死文件。,78,77,production-review.json
src/workflows/surfaces/host-agent/session/CompletenessCritic.ts,production,retained,manual-full,按已落地证据和未覆盖候选生成 advisory 完整性提示，不创造生产门禁。,694,693,production-review.json
src/workflows/surfaces/host-agent/session/GenerateSession.ts,production,modified,manual-full,管理会话进度、提交 tracker、项目 lease 与 active-sessions 原子替换持久化。,780,815,production-review.json
src/workflows/surfaces/host-agent/session/HostAgentDimensionCompletionWorkflow.ts,production,retained,manual-full,验证维度完成输入/会话，关联 recipes，更新进度/证据/checkpoint 并返回质量反馈。,735,734,production-review.json
src/workflows/surfaces/host-agent/session/HostAgentMissionWorkflow.ts,production,retained,manual-full,外层 DI 到 GenerateSession 与 MissionBriefing 的宿主中立装配。,96,95,production-review.json
src/workflows/surfaces/host-agent/session/HostAgentSubmissionTracker.ts,production,retained,manual-full,记录候选提交/拒绝/负空间证据并计算质量反馈与跨维信息。,601,600,production-review.json
src/workflows/surfaces/host-agent/session/MiningSessionStore.ts,production,retained,manual-full,会话内发现、证据、维度摘要、候选、轮次反思与有限 TTL 文件/检索缓存。,674,673,production-review.json
src/workflows/surfaces/host-agent/session/SessionSupport.ts,production,retained,manual-full,按 dataRoot 缓存会话管理器，提供外层 container 注册和分析缓存恢复 seam。,114,113,production-review.json
src/workflows/surfaces/index.ts,production,retained,manual-full,显式包/模块聚合入口，保持现有 symbols 与 ESM .js 导入兼容；不是可按无函数删除的死文件。,9,8,production-review.json
src/workflows/surfaces/persistence/DimensionCheckpoint.ts,production,modified,manual-full,维度完成 checkpoint 写/读/TTL/清理，供真实宿主恢复链使用。,95,124,production-review.json
src/workflows/surfaces/persistence/FileDiffPlanner.ts,production,retained,manual-full,历史文件快照→diff→受影响维度→会话摘要恢复，评估错误回退全量。,244,243,production-review.json
src/workflows/surfaces/persistence/FileDiffSnapshotStore.ts,production,modified,manual-full,SQLite workflow 快照与文件指纹/维度引用存储、历史容量限制、差异与影响推断。,723,723,production-review.json
src/workflows/surfaces/persistence/WorkflowReportHistoryStore.ts,production,retained,manual-full,写单会话 report/artifact manifest 与最近100个摘要索引；兼容 WriteZone 和旧路径。,139,138,production-review.json
src/workflows/surfaces/persistence/WorkflowReportTypes.ts,production,retained,manual-full,跨层结构契约/序列化 DTO：WorkflowReportTypes；接口本身无执行副作用，删除须校验真实导入和公共 exports。,116,115,production-review.json
src/workflows/surfaces/persistence/WorkflowReportWriter.ts,production,retained,manual-full,构建工作流事实报告与终端诊断投影，写入失败返回 null 并诊断。,384,383,production-review.json
src/workflows/surfaces/persistence/WorkflowResultPersistence.ts,production,modified,manual-full,完成时按 snapshot→report→checkpoint cleanup 汇总持久化结果。,173,184,production-review.json
src/workflows/surfaces/persistence/WorkflowSnapshotStore.ts,production,retained,manual-full,把工作流会话保存为文件差异快照；明确 saved/skipped/failed 结果。,100,99,production-review.json
src/workflows/surfaces/persistence/index.ts,production,retained,manual-full,显式包/模块聚合入口，保持现有 symbols 与 ESM .js 导入兼容；不是可按无函数删除的死文件。,7,6,production-review.json
src/workflows/surfaces/planning/dimensions/BaseDimensions.ts,production,retained,manual-full,模块 BaseDimensions；通过下列导出和静态真实 importer 连接到生产链，人工语义审查范围见 reviewDepth。,4,3,production-review.json
src/workflows/surfaces/planning/dimensions/GenerateTerminalToolset.ts,production,retained,manual-full,生产者中立 terminal-run 能力描述和阶段提示；旧 shell/pty 名称兼容翻译。,86,85,production-review.json
src/workflows/surfaces/planning/dimensions/TierScheduler.ts,production,retained,manual-full,维度按依赖层串行、层内限流并行执行；记录异常/取消结果，允许动态维度 tier hints。,188,187,production-review.json
src/workflows/surfaces/planning/dimensions/generateDimensionConfigs.ts,production,retained,manual-full,从 DimensionRegistry/SOP 生成维度配置并汇总层间反思，非模型执行器。,217,216,production-review.json
src/workflows/surfaces/planning/dimensions/index.ts,production,retained,manual-full,显式包/模块聚合入口，保持现有 symbols 与 ESM .js 导入兼容；不是可按无函数删除的死文件。,5,4,production-review.json
src/workflows/surfaces/planning/knowledge/EvolutionPrescreen.ts,production,retained,manual-full,根据修改/源码/recipe 状态预筛演化工作，宿主决定后续执行。,154,153,production-review.json
src/workflows/surfaces/planning/knowledge/KnowledgeRescanPlanBuilder.ts,production,retained,manual-full,结合覆盖缺口/退化/文件变更，区分 produce/verify-only/skip，并计算 module×dimension 预算。,427,426,production-review.json
src/workflows/surfaces/planning/knowledge/KnowledgeRescanPlanner.ts,production,retained,manual-full,对既有 recipes 的引用/事实关联进行重扫相关性审计。,746,745,production-review.json
src/workflows/surfaces/planning/knowledge/RecipeAuditEvidence.ts,production,retained,manual-full,将 AST 项目符号/依赖边提取为审计证据。,42,41,production-review.json
src/workflows/surfaces/planning/knowledge/RescanEvidenceProjectors.ts,production,retained,manual-full,投影重扫审计的 recipe 快照、依赖和实体证据。,250,249,production-review.json
